,sector,state,district,sex,age,cwstype,wage,edu_cat,log_wage
88963,2,Madhya Pradesh,10,male,46,self employed,3000,Secondary & higher,8.006367568
64120,1,Telangana,23,male,60,casual labour,6066.667,below middle,8.710564639
52535,2,Mizoram,3,female,21,regular wage/salaried employees,5000,below middle,8.517193191
57801,2,Rajasthan,11,female,48,casual labour,4333.333,below middle,8.374092271
114624,2,Kerala,13,male,45,self employed,40000,Secondary & higher,10.59663473
146653,2,Jharkhand,19,female,34,regular wage/salaried employees,50000,Graduate & above,10.81977828
128634,2,Madhya Pradesh,10,male,57,regular wage/salaried employees,50540,Graduate & above,10.83052038
78389,1,Telangana,8,female,40,casual labour,866.6667,below middle,6.764654474
86013,2,Manipur,6,male,21,self employed,3000,Secondary & higher,8.006367568
86377,1,Rajasthan,24,male,24,self employed,12000,Secondary & higher,9.392661929
63703,2,Andhra Pradesh,13,female,49,casual labour,6933.333,below middle,8.844095929
126232,2,Punjab,10,male,34,self employed,29000,Graduate & above,10.27505111
33500,1,Kerala,3,female,44,regular wage/salaried employees,6000,below middle,8.699514748
57577,1,Rajasthan,3,male,30,casual labour,5200,below middle,8.556413905
100758,1,Uttar Pradesh,10,male,24,self employed,6000,Secondary & higher,8.699514748
24497,2,Tamil Nadu,1,male,48,regular wage/salaried employees,12000,below middle,9.392661929
48668,1,Telangana,2,female,46,self employed,6800,below middle,8.824677891
37897,1,Maharashtra,20,male,38,self employed,6000,below middle,8.699514748
72518,1,Uttar Pradesh,2,male,25,regular wage/salaried employees,9000,below middle,9.104979856
72394,1,West Bengal,11,female,30,regular wage/salaried employees,1000,below middle,6.907755279
62696,1,Uttar Pradesh,44,female,28,self employed,1,below middle,0
123610,2,Jharkhand,19,female,26,regular wage/salaried employees,6000,Secondary & higher,8.699514748
64384,1,Uttar Pradesh,35,male,55,casual labour,7583.333,below middle,8.933708092
123838,1,J&K,19,male,24,self employed,15000,Secondary & higher,9.61580548
13833,1,Arunachal Pradesh,13,female,42,self employed,9000,below middle,9.104979856
50851,2,Haryana,18,male,65,self employed,1,below middle,0
29974,1,Jharkhand,23,male,49,casual labour,7583.333,below middle,8.933708092
54984,1,Maharashtra,33,female,37,self employed,1,below middle,0
31691,1,Assam,25,male,70,self employed,5000,below middle,8.517193191
75376,1,Odisha,12,male,52,self employed,4000,below middle,8.29404964
3150,1,Maharashtra,18,female,45,self employed,1,below middle,0
6025,1,Maharashtra,5,female,48,regular wage/salaried employees,8500,below middle,9.047821442
145760,2,Sikkim,4,male,40,self employed,20000,Graduate & above,9.903487553
27212,1,Rajasthan,2,female,42,self employed,1,below middle,0
145886,2,Sikkim,4,male,48,regular wage/salaried employees,148745,Graduate & above,11.90998871
43644,1,Arunachal Pradesh,3,male,52,self employed,22000,below middle,9.998797732
42073,1,Mizoram,6,male,35,self employed,15000,below middle,9.61580548
10468,1,Kerala,5,male,31,self employed,14500,below middle,9.581903928
146409,2,Tamil Nadu,24,female,22,regular wage/salaried employees,10000,Graduate & above,9.210340372
871,1,Maharashtra,28,female,46,casual labour,3250,below middle,8.086410275
40234,2,Chhattisgarh,10,female,48,regular wage/salaried employees,3000,below middle,8.006367568
48553,2,Punjab,14,male,47,casual labour,7800,below middle,8.961879013
103754,2,Gujarat,19,male,51,self employed,10500,Secondary & higher,9.259130536
97389,2,Uttar Pradesh,3,male,36,self employed,1,Secondary & higher,0
64235,1,Uttar Pradesh,63,male,58,casual labour,10616.67,below middle,9.270180686
42092,1,Punjab,22,male,29,self employed,15000,below middle,9.61580548
84812,1,Karnataka,13,male,68,casual labour,6500,below middle,8.779557456
66758,2,Kerala,7,male,42,regular wage/salaried employees,15500,below middle,9.648595303
75057,1,Madhya Pradesh,19,male,40,self employed,18000,below middle,9.798127037
3492,1,Rajasthan,3,female,48,self employed,6000,below middle,8.699514748
105256,1,Kerala,5,male,24,casual labour,9750,Secondary & higher,9.185022564
122020,1,Punjab,19,male,19,casual labour,3900,Secondary & higher,8.268731832
120089,2,West Bengal,12,female,41,self employed,4500,Secondary & higher,8.411832676
62899,2,Tamil Nadu,4,male,26,regular wage/salaried employees,8000,below middle,8.987196821
23093,2,Andhra Pradesh,13,male,34,casual labour,12133.33,below middle,9.40371149
59271,1,Bihar,9,male,55,self employed,5000,below middle,8.517193191
92250,2,Madhya Pradesh,22,male,22,self employed,1,Secondary & higher,0
89471,2,Uttar Pradesh,12,male,35,self employed,10000,Secondary & higher,9.210340372
114111,1,Karnataka,13,male,65,self employed,1,Secondary & higher,0
6360,2,J&K,9,male,58,self employed,12000,below middle,9.392661929
94022,1,Odisha,26,male,32,self employed,9000,Secondary & higher,9.104979856
61377,1,Gujarat,7,male,42,self employed,20100,below middle,9.908475094
136627,1,Uttar Pradesh,22,male,65,self employed,6000,Graduate & above,8.699514748
74858,2,Haryana,12,male,22,self employed,5900,below middle,8.68270763
7423,1,Rajasthan,30,male,42,self employed,10000,below middle,9.210340372
137121,1,Rajasthan,15,female,38,regular wage/salaried employees,46800,Graduate & above,10.75363848
71120,1,Chhattisgarh,9,male,39,self employed,8480,below middle,9.045465729
106037,1,Haryana,6,male,66,self employed,23800,Secondary & higher,10.07744086
28836,1,Chhattisgarh,6,male,36,self employed,1,below middle,0
137675,2,Bihar,32,male,22,self employed,1,Graduate & above,0
35003,1,Uttrakhand,9,male,41,self employed,8000,below middle,8.987196821
120838,1,Gujarat,16,male,33,self employed,15000,Secondary & higher,9.61580548
62172,1,Karnataka,8,female,35,self employed,1,below middle,0
91702,1,Uttrakhand,8,male,40,self employed,7500,Secondary & higher,8.9226583
45662,2,West Bengal,16,male,40,self employed,14000,below middle,9.546812609
98100,1,Haryana,10,male,40,self employed,1,Secondary & higher,0
81513,1,Bihar,22,female,40,self employed,1,below middle,0
33284,2,Telangana,25,female,31,casual labour,2426.667,below middle,7.79427399
62683,1,Nagaland,6,male,33,self employed,6000,below middle,8.699514748
10154,1,Madhya Pradesh,33,female,50,self employed,1200,below middle,7.090076836
143528,1,Andhra Pradesh,8,male,27,regular wage/salaried employees,25500,Graduate & above,10.14643373
93,2,Maharashtra,9,male,46,casual labour,10400,below middle,9.249561085
22512,1,Odisha,15,male,46,casual labour,2600,below middle,7.863266724
132796,2,Rajasthan,12,male,27,regular wage/salaried employees,20000,Graduate & above,9.903487553
67772,2,Kerala,8,male,38,casual labour,17333.33,below middle,9.760386517
26873,1,West Bengal,7,female,23,self employed,1200,below middle,7.090076836
31339,1,Assam,26,male,54,regular wage/salaried employees,4500,below middle,8.411832676
70631,1,Manipur,7,male,21,casual labour,9100,below middle,9.116029693
134836,1,Chhattisgarh,9,male,24,self employed,1,Graduate & above,0
47908,1,Maharashtra,34,female,30,self employed,1,below middle,0
112227,1,Uttar Pradesh,7,male,45,regular wage/salaried employees,20000,Secondary & higher,9.903487553
130166,2,Tamil Nadu,31,female,22,regular wage/salaried employees,13500,Graduate & above,9.510444964
91975,1,J&K,17,male,28,regular wage/salaried employees,25000,Secondary & higher,10.1266311
35804,1,Rajasthan,26,male,45,regular wage/salaried employees,17500,below middle,9.76995616
30871,2,Maharashtra,22,male,27,self employed,18000,below middle,9.798127037
19631,1,Chhattisgarh,8,male,46,self employed,11240,below middle,9.327234123
52691,2,Uttar Pradesh,11,male,38,self employed,9000,below middle,9.104979856
28243,1,J&K,14,female,24,regular wage/salaried employees,3500,below middle,8.160518247
19529,1,Gujarat,18,male,42,self employed,7300,below middle,8.895629627
51682,1,Punjab,20,male,21,casual labour,8666.667,below middle,9.067239567
9394,2,Madhya Pradesh,17,male,28,casual labour,9100,below middle,9.116029693
49458,1,Uttar Pradesh,35,male,28,self employed,5100,below middle,8.536995819
134049,2,Madhya Pradesh,40,female,37,self employed,3000,Graduate & above,8.006367568
143533,2,J&K,3,male,39,regular wage/salaried employees,45000,Graduate & above,10.71441777
139073,2,Gujarat,14,male,29,regular wage/salaried employees,27500,Graduate & above,10.22194128
79622,1,Karnataka,11,male,45,casual labour,4550,below middle,8.422882512
36736,1,Odisha,12,male,70,self employed,8000,below middle,8.987196821
49706,1,Uttar Pradesh,3,male,14,casual labour,3900,below middle,8.268731832
73179,1,Kerala,8,female,54,casual labour,7046,below middle,8.860215359
116897,2,Rajasthan,6,male,26,regular wage/salaried employees,10000,Secondary & higher,9.210340372
90543,2,Tamil Nadu,9,male,45,self employed,12000,Secondary & higher,9.392661929
26610,2,Tamil Nadu,17,male,50,casual labour,7366.667,below middle,8.904720644
116754,1,Assam,7,male,37,regular wage/salaried employees,5500,Secondary & higher,8.612503371
42706,1,Tamil Nadu,32,female,50,self employed,2000,below middle,7.60090246
140460,2,Sikkim,3,female,32,regular wage/salaried employees,10000,Graduate & above,9.210340372
99648,2,Uttar Pradesh,9,male,35,self employed,30000,Secondary & higher,10.30895266
112256,1,Madhya Pradesh,41,male,26,self employed,1,Secondary & higher,0
87972,2,Puducherry,2,male,52,self employed,34000,Secondary & higher,10.4341158
137417,1,Maharashtra,20,male,38,self employed,1,Graduate & above,0
146680,2,Tamil Nadu,9,male,39,regular wage/salaried employees,9000,Graduate & above,9.104979856
101440,2,Manipur,4,female,47,regular wage/salaried employees,5000,Secondary & higher,8.517193191
9698,1,Arunachal Pradesh,9,male,52,regular wage/salaried employees,4000,below middle,8.29404964
54082,1,Karnataka,7,male,53,self employed,8000,below middle,8.987196821
79715,2,Punjab,7,female,38,regular wage/salaried employees,6000,below middle,8.699514748
98909,1,Bihar,10,male,60,self employed,18000,Secondary & higher,9.798127037
100293,1,Madhya Pradesh,19,female,26,self employed,1,Secondary & higher,0
72481,1,Uttar Pradesh,40,male,31,regular wage/salaried employees,6000,below middle,8.699514748
31501,1,Assam,6,male,28,self employed,6000,below middle,8.699514748
34291,1,West Bengal,18,male,27,self employed,10500,below middle,9.259130536
42555,1,Meghalaya,6,female,36,regular wage/salaried employees,3000,below middle,8.006367568
136826,2,Karnataka,25,male,34,self employed,12500,Graduate & above,9.433483923
127228,2,Rajasthan,6,female,27,regular wage/salaried employees,23700,Graduate & above,10.07323033
90747,2,Assam,23,male,46,self employed,10500,Secondary & higher,9.259130536
71679,1,Bihar,9,male,52,casual labour,9100,below middle,9.116029693
105053,1,Uttar Pradesh,32,male,65,self employed,7000,Secondary & higher,8.853665428
56767,2,Maharashtra,7,male,35,regular wage/salaried employees,8000,below middle,8.987196821
129236,2,Tripura,1,male,37,regular wage/salaried employees,48000,Graduate & above,10.77895629
5185,1,Madhya Pradesh,26,male,42,self employed,21000,below middle,9.952277717
36103,1,Assam,6,male,41,self employed,12500,below middle,9.433483923
45496,1,J&K,5,male,45,self employed,16000,below middle,9.680344001
16403,1,Madhya Pradesh,27,male,65,self employed,1,below middle,0
111462,2,Tamil Nadu,5,male,18,regular wage/salaried employees,5000,Secondary & higher,8.517193191
100086,2,Maharashtra,13,male,22,casual labour,7800,Secondary & higher,8.961879013
13190,2,Tamil Nadu,7,male,70,self employed,1500,below middle,7.313220387
115820,1,Chhattisgarh,5,male,26,self employed,1,Secondary & higher,0
66747,1,Gujarat,5,male,45,self employed,1,below middle,0
25113,1,Tripura,4,male,24,self employed,7000,below middle,8.853665428
113309,2,Chhattisgarh,19,male,25,regular wage/salaried employees,5000,Secondary & higher,8.517193191
57200,1,Assam,8,male,29,self employed,1,below middle,0
128890,2,Chhattisgarh,13,female,35,regular wage/salaried employees,28450,Graduate & above,10.25590344
77566,1,Uttar Pradesh,45,female,60,self employed,4000,below middle,8.29404964
72488,1,West Bengal,3,male,60,self employed,6000,below middle,8.699514748
35237,1,Bihar,2,male,52,self employed,12000,below middle,9.392661929
100791,1,Chhattisgarh,4,female,30,regular wage/salaried employees,2500,Secondary & higher,7.824046011
82749,2,Madhya Pradesh,22,female,40,regular wage/salaried employees,10000,below middle,9.210340372
121004,1,Bihar,15,male,34,self employed,8000,Secondary & higher,8.987196821
104700,1,Arunachal Pradesh,5,male,22,self employed,9000,Secondary & higher,9.104979856
39506,2,Kerala,1,male,32,regular wage/salaried employees,12000,below middle,9.392661929
119387,2,Tamil Nadu,16,male,60,regular wage/salaried employees,8500,Secondary & higher,9.047821442
12131,2,Rajasthan,2,male,26,self employed,5000,below middle,8.517193191
98626,2,Karnataka,18,male,29,self employed,14000,Secondary & higher,9.546812609
52701,1,J&K,14,male,41,casual labour,10400,below middle,9.249561085
55568,1,Uttar Pradesh,54,male,35,casual labour,4333.333,below middle,8.374092271
59284,1,Rajasthan,12,male,60,self employed,15000,below middle,9.61580548
97671,1,Uttar Pradesh,22,male,18,self employed,1,Secondary & higher,0
58131,1,Arunachal Pradesh,8,male,60,self employed,11260,below middle,9.329011902
10466,1,Uttar Pradesh,63,male,38,self employed,1900,below middle,7.549609165
65769,1,Uttar Pradesh,18,male,50,self employed,8500,below middle,9.047821442
131296,2,Uttar Pradesh,35,male,38,regular wage/salaried employees,1,Graduate & above,0
29902,1,Punjab,14,female,38,self employed,3000,below middle,8.006367568
136664,2,Uttar Pradesh,26,female,24,regular wage/salaried employees,7500,Graduate & above,8.9226583
115303,2,Tamil Nadu,28,male,49,regular wage/salaried employees,1,Secondary & higher,0
122752,1,Himachal Pradesh,11,male,19,self employed,1,Secondary & higher,0
108194,2,Haryana,8,female,19,self employed,1,Secondary & higher,0
141993,1,Nagaland,6,male,51,regular wage/salaried employees,45000,Graduate & above,10.71441777
33416,2,Karnataka,16,male,52,casual labour,8666.667,below middle,9.067239567
62019,2,Rajasthan,15,male,28,self employed,12000,below middle,9.392661929
128285,2,Karnataka,18,male,47,regular wage/salaried employees,30000,Graduate & above,10.30895266
81780,1,Uttar Pradesh,12,female,38,self employed,6000,below middle,8.699514748
101076,1,West Bengal,17,male,35,self employed,9500,Secondary & higher,9.159047078
124942,1,Jharkhand,18,male,24,regular wage/salaried employees,3000,Secondary & higher,8.006367568
88847,1,Uttar Pradesh,18,male,28,casual labour,4333.333,Secondary & higher,8.374092271
78426,1,Maharashtra,27,female,62,self employed,7000,below middle,8.853665428
20016,1,West Bengal,7,male,60,self employed,7500,below middle,8.9226583
121416,1,Himachal Pradesh,10,female,28,self employed,1,Secondary & higher,0
77237,1,Uttar Pradesh,45,male,42,self employed,19500,below middle,9.878169745
43701,1,Assam,24,male,48,self employed,7000,below middle,8.853665428
50620,2,Gujarat,7,female,40,regular wage/salaried employees,7000,below middle,8.853665428
81591,1,Haryana,9,male,37,self employed,20500,below middle,9.928180165
141658,2,Uttar Pradesh,30,female,23,self employed,1,Graduate & above,0
12365,1,Tamil Nadu,11,male,33,casual labour,8666.667,below middle,9.067239567
5913,1,Uttar Pradesh,10,male,50,casual labour,9100,below middle,9.116029693
130899,2,Karnataka,18,male,26,regular wage/salaried employees,50000,Graduate & above,10.81977828
